id,region,date,rainfall_mm,temperature_c,humidity
3129,Cherrapunji,2025-06-14,12.44,7.1,72.3
3130,Pithoragarh,2025-06-14,160.38,31.8,51.4
3131,Srinagar,2025-06-14,95.89,29.1,62.9
3132,Aizawl,2025-06-14,292.53,17.5,95.5
3133,Pauri,2025-06-14,37.16,14.8,45.4
3134,Joshimath,2025-06-14,16.43,10.1,63.4
3135,Itanagar,2025-06-14,174.54,17.9,71.7
3136,Shimla,2025-06-15,273.53,12.9,74.5
3137,Manali,2025-06-15,278.59,26.2,84.3
3138,Dehradun,2025-06-15,69.68,21.4,92.0
3139,Nainital,2025-06-15,187.48,14.1,48.2
3140,Leh,2025-06-15,224.68,16.5,57.4
3141,Gangtok,2025-06-15,10.7,14.7,51.8
3142,Darjeeling,2025-06-15,93.14,17.2,78.1
3143,Munnar,2025-06-15,240.56,24.6,57.2
3144,Kedarnath,2025-06-15,171.82,19.2,50.9
3145,Kargil,2025-06-15,12.69,8.2,76.8
3146,Mussoorie,2025-06-15,6.97,11.7,73.7
3147,Tawang,2025-06-15,208.06,25.1,91.8
3148,Cherrapunji,2025-06-15,139.27,11.6,91.5
3149,Pithoragarh,2025-06-15,313.95,11.4,90.0
3150,Srinagar,2025-06-15,162.67,21.9,56.8
3151,Aizawl,2025-06-15,238.22,25.0,63.6
3152,Pauri,2025-06-15,263.14,12.3,45.0
3153,Joshimath,2025-06-15,203.81,19.6,41.3
3154,Itanagar,2025-06-15,30.25,26.8,84.5
3155,Shimla,2025-06-16,205.44,23.6,38.4
3156,Manali,2025-06-16,163.68,5.3,86.5
3157,Dehradun,2025-06-16,132.81,9.0,85.2
3158,Nainital,2025-06-16,275.36,25.4,51.1
3159,Leh,2025-06-16,50.76,16.1,55.5
3160,Gangtok,2025-06-16,311.3,22.3,90.6
3161,Darjeeling,2025-06-16,193.34,14.7,48.7
3162,Munnar,2025-06-16,39.47,28.4,55.4
3163,Kedarnath,2025-06-16,346.14,18.3,81.2
3164,Kargil,2025-06-16,55.29,9.0,37.0
3165,Mussoorie,2025-06-16,121.1,25.7,93.5
3166,Tawang,2025-06-16,266.63,13.8,56.7
3167,Cherrapunji,2025-06-16,14.47,6.3,51.3
3168,Pithoragarh,2025-06-16,202.28,26.5,75.4
3169,Srinagar,2025-06-16,48.25,7.3,75.3
3170,Aizawl,2025-06-16,83.23,7.0,61.6
3171,Pauri,2025-06-16,335.64,24.7,97.0
3172,Joshimath,2025-06-16,20.62,10.7,59.3
3173,Itanagar,2025-06-16,288.42,28.5,61.3
3174,Shimla,2025-06-17,262.37,19.1,46.0
3175,Manali,2025-06-17,22.34,11.7,38.9
3176,Dehradun,2025-06-17,281.07,14.7,43.7
3177,Nainital,2025-06-17,81.95,15.2,51.6
3178,Leh,2025-06-17,157.25,16.2,50.7
3179,Gangtok,2025-06-17,228.96,11.7,83.4
3180,Darjeeling,2025-06-17,189.83,16.5,59.7
3181,Munnar,2025-06-17,104.65,15.3,45.6
3182,Kedarnath,2025-06-17,191.19,13.5,42.7
3183,Kargil,2025-06-17,185.7,27.2,45.9
3184,Mussoorie,2025-06-17,275.18,16.4,46.0
3185,Tawang,2025-06-17,270.94,30.5,58.3
3186,Cherrapunji,2025-06-17,277.42,17.3,89.1
3187,Pithoragarh,2025-06-17,229.52,26.9,40.5
3188,Srinagar,2025-06-17,261.01,8.7,72.9
3189,Aizawl,2025-06-17,170.61,19.9,65.1
3190,Pauri,2025-06-17,242.34,24.2,61.2
3191,Joshimath,2025-06-17,110.4,6.2,93.7
3192,Itanagar,2025-06-17,231.57,30.6,80.0
3193,Shimla,2025-06-18,27.43,26.4,52.8
3194,Manali,2025-06-18,285.93,20.9,85.3
3195,Dehradun,2025-06-18,294.23,31.5,46.7
3196,Nainital,2025-06-18,313.96,25.1,72.9
3197,Leh,2025-06-18,155.35,27.6,73.9
3198,Gangtok,2025-06-18,283.03,26.2,82.7
3199,Darjeeling,2025-06-18,133.98,26.1,78.5
3200,Munnar,2025-06-18,105.93,18.7,61.4
3201,Kedarnath,2025-06-18,259.92,6.4,54.8
3202,Kargil,2025-06-18,207.43,23.8,35.2
3203,Mussoorie,2025-06-18,311.9,15.9,75.0
3204,Tawang,2025-06-18,154.56,23.1,78.8
3205,Cherrapunji,2025-06-18,102.91,18.3,92.1
3206,Pithoragarh,2025-06-18,223.21,9.8,91.4
3207,Srinagar,2025-06-18,53.94,13.6,67.4
3208,Aizawl,2025-06-18,254.05,5.8,38.4
3209,Pauri,2025-06-18,94.51,26.9,92.6
3210,Joshimath,2025-06-18,102.62,28.0,77.6
3211,Itanagar,2025-06-18,82.88,31.2,45.1
3212,Shimla,2025-06-19,89.67,22.4,65.7
3213,Manali,2025-06-19,24.58,27.8,50.2
3214,Dehradun,2025-06-19,219.67,5.3,86.0
3215,Nainital,2025-06-19,237.67,7.2,91.6
3216,Leh,2025-06-19,121.26,12.4,88.9
3217,Gangtok,2025-06-19,225.75,6.9,61.0
3218,Darjeeling,2025-06-19,141.48,14.9,79.4
3219,Munnar,2025-06-19,323.04,26.6,49.9
3220,Kedarnath,2025-06-19,131.56,18.4,78.9
3221,Kargil,2025-06-19,348.34,15.3,56.6
3222,Mussoorie,2025-06-19,287.35,18.0,80.2
3223,Tawang,2025-06-19,58.11,12.4,65.9
3224,Cherrapunji,2025-06-19,274.09,12.3,67.4
3225,Pithoragarh,2025-06-19,262.12,27.7,63.2
3226,Srinagar,2025-06-19,70.13,25.4,85.4
3227,Aizawl,2025-06-19,50.16,20.7,73.2
3228,Pauri,2025-06-19,185.32,17.5,71.2
3229,Joshimath,2025-06-19,62.54,5.3,53.8
3230,Itanagar,2025-06-19,321.55,27.0,69.7
3231,Shimla,2025-06-20,43.9,30.7,94.4
3232,Manali,2025-06-20,44.55,17.0,78.9
3233,Dehradun,2025-06-20,252.28,26.0,97.1
3234,Nainital,2025-06-20,290.59,20.2,95.6
3235,Leh,2025-06-20,252.95,26.9,73.1
3236,Gangtok,2025-06-20,237.75,23.6,89.8
3237,Darjeeling,2025-06-20,6.76,27.1,95.0
3238,Munnar,2025-06-20,127.0,10.9,69.0
3239,Kedarnath,2025-06-20,230.17,15.3,89.0
3240,Kargil,2025-06-20,106.83,11.7,55.6
3241,Mussoorie,2025-06-20,195.6,19.3,44.1
3242,Tawang,2025-06-20,322.82,28.7,90.7
3243,Cherrapunji,2025-06-20,32.97,22.3,63.0
3244,Pithoragarh,2025-06-20,206.47,16.5,78.9
3245,Srinagar,2025-06-20,170.59,31.8,56.0
3246,Aizawl,2025-06-20,72.92,19.6,46.0
3247,Pauri,2025-06-20,91.82,11.4,74.1
3248,Joshimath,2025-06-20,95.68,12.8,84.9
3249,Itanagar,2025-06-20,216.08,31.7,36.8
3250,Shimla,2025-06-21,261.66,25.0,95.3
3251,Manali,2025-06-21,132.87,19.9,91.6
3252,Dehradun,2025-06-21,97.28,7.0,95.6
3253,Nainital,2025-06-21,122.65,12.5,81.7
3254,Leh,2025-06-21,304.16,13.2,73.1
3255,Gangtok,2025-06-21,57.06,11.5,93.5
3256,Darjeeling,2025-06-21,59.26,24.3,77.7
3257,Munnar,2025-06-21,344.12,6.7,40.2
3258,Kedarnath,2025-06-21,97.87,9.6,80.5
3259,Kargil,2025-06-21,66.65,26.1,39.1
3260,Mussoorie,2025-06-21,43.02,16.3,87.2
3261,Tawang,2025-06-21,197.38,16.9,86.0
3262,Cherrapunji,2025-06-21,176.34,5.8,85.1
3263,Pithoragarh,2025-06-21,71.45,10.1,97.8
3264,Srinagar,2025-06-21,259.24,30.2,40.9
3265,Aizawl,2025-06-21,12.29,7.1,69.0
3266,Pauri,2025-06-21,344.63,7.3,39.0
3267,Joshimath,2025-06-21,5.26,12.2,52.7
3268,Itanagar,2025-06-21,79.34,11.3,43.9
3269,Shimla,2025-06-22,185.74,26.7,76.2
3270,Manali,2025-06-22,248.55,31.6,82.5
3271,Dehradun,2025-06-22,197.42,12.7,43.9
3272,Nainital,2025-06-22,278.69,20.7,74.4
3273,Leh,2025-06-22,183.79,13.8,47.8
3274,Gangtok,2025-06-22,40.66,30.1,86.5
3275,Darjeeling,2025-06-22,137.97,21.2,45.4
3276,Munnar,2025-06-22,118.69,21.1,87.3
3277,Kedarnath,2025-06-22,198.01,11.7,51.0
3278,Kargil,2025-06-22,177.52,27.5,38.4
3279,Mussoorie,2025-06-22,168.59,7.3,38.2
3280,Tawang,2025-06-22,154.49,26.4,60.4
3281,Cherrapunji,2025-06-22,98.38,10.4,91.7
3282,Pithoragarh,2025-06-22,279.38,29.0,74.5
3283,Srinagar,2025-06-22,56.18,26.9,87.6
3284,Aizawl,2025-06-22,242.63,27.6,87.0
3285,Pauri,2025-06-22,147.48,7.1,81.0
3286,Joshimath,2025-06-22,349.5,7.3,75.6
3287,Itanagar,2025-06-22,170.76,5.6,54.1
3288,Shimla,2025-06-23,127.14,24.3,64.1
3289,Manali,2025-06-23,270.73,13.2,57.4
3290,Dehradun,2025-06-23,18.79,13.8,45.0
3291,Nainital,2025-06-23,143.75,25.2,93.5
3292,Leh,2025-06-23,94.37,22.4,47.8
3293,Gangtok,2025-06-23,62.58,19.1,94.9
3294,Darjeeling,2025-06-23,211.61,28.4,57.3
3295,Munnar,2025-06-23,199.83,6.9,41.7
3296,Kedarnath,2025-06-23,234.87,25.8,66.4
3297,Kargil,2025-06-23,35.78,13.7,73.2
3298,Mussoorie,2025-06-23,212.54,20.4,87.8
3299,Tawang,2025-06-23,111.35,20.2,79.2
3300,Cherrapunji,2025-06-23,305.58,28.2,48.9
3301,Pithoragarh,2025-06-23,115.68,26.0,84.8
3302,Srinagar,2025-06-23,203.0,13.4,60.7
3303,Aizawl,2025-06-23,21.38,11.0,44.9
3304,Pauri,2025-06-23,130.2,21.7,45.6
3305,Joshimath,2025-06-23,312.91,28.9,72.7
3306,Itanagar,2025-06-23,153.38,16.2,66.3
3307,Shimla,2025-06-24,130.9,15.7,50.7
3308,Manali,2025-06-24,89.45,13.3,94.7
3309,Dehradun,2025-06-24,29.77,5.8,39.5
3310,Nainital,2025-06-24,51.84,11.1,70.9
3311,Leh,2025-06-24,302.08,20.4,36.0
3312,Gangtok,2025-06-24,220.14,17.6,72.4
3313,Darjeeling,2025-06-24,44.07,11.5,78.1
3314,Munnar,2025-06-24,82.18,17.4,74.6
3315,Kedarnath,2025-06-24,160.8,7.0,72.4
3316,Kargil,2025-06-24,303.35,23.4,73.0
3317,Mussoorie,2025-06-24,251.51,29.0,93.1
3318,Tawang,2025-06-24,306.19,9.8,65.5
3319,Cherrapunji,2025-06-24,208.6,22.2,65.5
3320,Pithoragarh,2025-06-24,158.08,7.0,60.9
3321,Srinagar,2025-06-24,267.66,6.4,43.5
3322,Aizawl,2025-06-24,281.46,19.1,48.2
3323,Pauri,2025-06-24,319.41,10.0,76.7
3324,Joshimath,2025-06-24,112.14,10.3,56.4
3325,Itanagar,2025-06-24,271.78,7.9,70.7
3326,Shimla,2025-06-25,197.49,30.3,91.9
3327,Manali,2025-06-25,235.49,22.9,72.1
3328,Dehradun,2025-06-25,102.05,20.5,43.5
3329,Nainital,2025-06-25,312.18,14.1,71.4
3330,Leh,2025-06-25,19.69,28.8,38.1
3331,Gangtok,2025-06-25,201.53,9.2,94.6
3332,Darjeeling,2025-06-25,141.41,6.9,93.4
3333,Munnar,2025-06-25,24.41,27.4,97.0
3334,Kedarnath,2025-06-25,163.22,6.0,50.7
3335,Kargil,2025-06-25,208.67,28.5,38.7
3336,Mussoorie,2025-06-25,199.45,13.4,93.2
3337,Tawang,2025-06-25,306.3,10.9,80.3
3338,Cherrapunji,2025-06-25,347.06,31.1,85.2
3339,Pithoragarh,2025-06-25,7.2,14.3,62.0
3340,Srinagar,2025-06-25,338.23,30.5,77.5
3341,Aizawl,2025-06-25,167.1,5.4,91.6
3342,Pauri,2025-06-25,219.22,21.7,93.2
3343,Joshimath,2025-06-25,178.59,8.1,85.4
3344,Itanagar,2025-06-25,222.39,26.2,70.9
3345,Shimla,2025-06-26,129.81,6.0,48.4
3346,Manali,2025-06-26,220.19,20.0,83.9
3347,Dehradun,2025-06-26,32.81,26.3,39.6
3348,Nainital,2025-06-26,206.13,23.3,70.6
3349,Leh,2025-06-26,18.55,18.7,40.4
3350,Gangtok,2025-06-26,227.22,18.9,96.8
3351,Darjeeling,2025-06-26,52.19,27.9,54.7
3352,Munnar,2025-06-26,21.65,26.5,57.6
3353,Kedarnath,2025-06-26,232.7,18.3,89.1
3354,Kargil,2025-06-26,18.65,28.0,64.9
3355,Mussoorie,2025-06-26,285.13,10.1,79.0
3356,Tawang,2025-06-26,189.46,21.2,74.4
3357,Cherrapunji,2025-06-26,333.6,19.9,61.4
3358,Pithoragarh,2025-06-26,22.42,8.4,82.7
3359,Srinagar,2025-06-26,53.87,7.7,37.4
3360,Aizawl,2025-06-26,212.14,26.1,86.2
3361,Pauri,2025-06-26,80.08,16.4,89.0
3362,Joshimath,2025-06-26,52.32,8.9,68.2
3363,Itanagar,2025-06-26,37.69,19.9,88.7
3364,Shimla,2025-06-27,141.46,27.2,53.6
3365,Manali,2025-06-27,91.2,17.0,87.0
3366,Dehradun,2025-06-27,59.35,7.4,80.2
3367,Nainital,2025-06-27,32.49,10.3,93.7
3368,Leh,2025-06-27,86.08,14.0,48.2
3369,Gangtok,2025-06-27,96.2,25.2,56.6
3370,Darjeeling,2025-06-27,194.73,19.0,48.7
3371,Munnar,2025-06-27,280.77,23.3,87.3
3372,Kedarnath,2025-06-27,178.58,10.5,87.3
3373,Kargil,2025-06-27,144.72,5.1,66.4
3374,Mussoorie,2025-06-27,233.6,10.4,57.1
3375,Tawang,2025-06-27,32.55,29.3,86.8
3376,Cherrapunji,2025-06-27,11.71,12.8,40.7
3377,Pithoragarh,2025-06-27,83.54,21.2,49.1
3378,Srinagar,2025-06-27,237.02,7.5,56.0
3379,Aizawl,2025-06-27,309.43,27.6,85.1
3380,Pauri,2025-06-27,325.32,21.9,78.4
3381,Joshimath,2025-06-27,65.58,20.8,88.3
3382,Itanagar,2025-06-27,269.55,24.9,87.4
3383,Shimla,2025-06-28,77.29,21.9,93.0
3384,Manali,2025-06-28,117.37,23.9,43.6
3385,Dehradun,2025-06-28,67.05,19.2,47.3
3386,Nainital,2025-06-28,43.94,10.7,81.9
3387,Leh,2025-06-28,287.09,26.8,48.5
3388,Gangtok,2025-06-28,326.6,9.0,69.7
3389,Darjeeling,2025-06-28,103.68,17.7,39.1
3390,Munnar,2025-06-28,230.06,27.0,82.5
3391,Kedarnath,2025-06-28,49.4,16.5,71.1
3392,Kargil,2025-06-28,72.6,25.3,76.0
3393,Mussoorie,2025-06-28,90.88,6.7,92.1
3394,Tawang,2025-06-28,150.07,13.5,70.0
3395,Cherrapunji,2025-06-28,226.61,11.5,66.8
3396,Pithoragarh,2025-06-28,33.15,24.4,38.8
3397,Srinagar,2025-06-28,206.55,5.4,66.1
3398,Aizawl,2025-06-28,252.12,23.0,95.3
3399,Pauri,2025-06-28,248.23,9.0,38.2
3400,Joshimath,2025-06-28,259.98,26.8,81.2
3401,Itanagar,2025-06-28,202.45,5.2,67.6
3402,Shimla,2025-06-29,119.15,29.8,36.1
3403,Manali,2025-06-29,63.71,22.7,70.9
3404,Dehradun,2025-06-29,179.24,14.1,56.6
3405,Nainital,2025-06-29,86.17,18.2,39.4
3406,Leh,2025-06-29,48.0,24.5,85.0
3407,Gangtok,2025-06-29,250.41,29.1,36.2
3408,Darjeeling,2025-06-29,337.51,20.7,40.4
3409,Munnar,2025-06-29,11.66,11.8,63.1
3410,Kedarnath,2025-06-29,191.11,26.4,65.4
3411,Kargil,2025-06-29,21.95,30.3,40.8
3412,Mussoorie,2025-06-29,112.71,25.0,41.9
3413,Tawang,2025-06-29,159.7,19.9,54.4
3414,Cherrapunji,2025-06-29,101.71,31.0,78.0
3415,Pithoragarh,2025-06-29,216.31,21.2,51.3
3416,Srinagar,2025-06-29,213.47,27.9,89.5
3417,Aizawl,2025-06-29,101.58,5.4,78.4
3418,Pauri,2025-06-29,33.58,10.1,97.2
3419,Joshimath,2025-06-29,226.09,24.8,83.8
3420,Itanagar,2025-06-29,121.44,5.1,86.1
3421,Shimla,2025-06-30,104.84,27.7,64.5
3422,Manali,2025-06-30,239.52,23.3,70.5
3423,Dehradun,2025-06-30,40.84,21.7,46.3
3424,Nainital,2025-06-30,221.39,12.7,76.6
3425,Leh,2025-06-30,274.9,6.0,96.5
3426,Gangtok,2025-06-30,245.54,21.2,56.5
3427,Darjeeling,2025-06-30,308.03,7.4,81.1
3428,Munnar,2025-06-30,345.25,20.8,96.7
3429,Kedarnath,2025-06-30,296.7,27.4,52.8
3430,Kargil,2025-06-30,268.89,27.8,85.6
3431,Mussoorie,2025-06-30,317.44,31.6,35.7
3432,Tawang,2025-06-30,305.42,5.1,90.1
3433,Cherrapunji,2025-06-30,259.94,24.1,46.6
3434,Pithoragarh,2025-06-30,29.64,26.3,78.9
3435,Srinagar,2025-06-30,18.1,19.8,73.0
3436,Aizawl,2025-06-30,69.94,12.3,63.9
3437,Pauri,2025-06-30,336.95,14.9,97.2
3438,Joshimath,2025-06-30,333.22,22.1,95.2
3439,Itanagar,2025-06-30,300.85,5.0,52.3
3440,Shimla,2025-07-01,153.24,13.5,46.2
3441,Manali,2025-07-01,78.77,22.5,49.5
3442,Dehradun,2025-07-01,51.67,25.4,48.8
3443,Nainital,2025-07-01,182.27,16.2,73.5
3444,Leh,2025-07-01,282.65,17.1,78.5
3445,Gangtok,2025-07-01,147.29,31.6,89.7
3446,Darjeeling,2025-07-01,122.24,25.8,85.7
3447,Munnar,2025-07-01,75.29,17.8,53.2
3448,Kedarnath,2025-07-01,7.45,21.0,69.9
3449,Kargil,2025-07-01,269.79,18.8,35.4
3450,Mussoorie,2025-07-01,142.96,26.4,95.8
3451,Tawang,2025-07-01,290.43,20.4,64.7
3452,Cherrapunji,2025-07-01,128.62,17.1,51.5
3453,Pithoragarh,2025-07-01,238.87,11.1,36.9
3454,Srinagar,2025-07-01,94.07,26.7,80.6
3455,Aizawl,2025-07-01,171.48,17.7,69.7
3456,Pauri,2025-07-01,40.02,27.4,76.1
3457,Joshimath,2025-07-01,297.87,24.9,96.6
3458,Itanagar,2025-07-01,284.47,5.9,88.9
3459,Shimla,2025-07-02,56.27,13.5,41.7
3460,Manali,2025-07-02,253.2,27.8,95.0
3461,Dehradun,2025-07-02,96.47,25.7,77.6
3462,Nainital,2025-07-02,192.2,7.9,53.2
3463,Leh,2025-07-02,103.75,7.3,43.5
3464,Gangtok,2025-07-02,42.08,29.0,65.9
3465,Darjeeling,2025-07-02,179.69,23.4,63.0
3466,Munnar,2025-07-02,340.06,19.0,37.6
3467,Kedarnath,2025-07-02,14.83,23.3,82.7
3468,Kargil,2025-07-02,87.54,31.8,50.4
3469,Mussoorie,2025-07-02,136.11,16.4,37.8
3470,Tawang,2025-07-02,132.74,7.6,95.0
3471,Cherrapunji,2025-07-02,349.23,14.5,83.1
3472,Pithoragarh,2025-07-02,201.5,17.7,81.8
3473,Srinagar,2025-07-02,180.97,12.3,40.9
3474,Aizawl,2025-07-02,182.91,25.1,86.3
3475,Pauri,2025-07-02,272.14,24.5,87.4
3476,Joshimath,2025-07-02,95.57,5.7,47.1
3477,Itanagar,2025-07-02,335.67,31.8,53.9
3478,Shimla,2025-07-03,25.98,27.5,57.3
3479,Manali,2025-07-03,210.04,12.1,80.5
3480,Dehradun,2025-07-03,191.18,31.4,87.7
3481,Nainital,2025-07-03,268.3,16.6,73.9
3482,Leh,2025-07-03,217.15,31.4,71.6
3483,Gangtok,2025-07-03,239.87,27.9,60.3
3484,Darjeeling,2025-07-03,82.81,12.9,69.2
3485,Munnar,2025-07-03,204.52,28.3,95.9
3486,Kedarnath,2025-07-03,210.0,19.4,62.2
3487,Kargil,2025-07-03,224.4,22.0,79.6
3488,Mussoorie,2025-07-03,80.41,16.6,79.3
3489,Tawang,2025-07-03,302.3,27.8,58.7
3490,Cherrapunji,2025-07-03,211.49,21.1,89.3
3491,Pithoragarh,2025-07-03,214.44,11.1,88.0
3492,Srinagar,2025-07-03,39.7,27.9,70.2
3493,Aizawl,2025-07-03,242.77,18.0,81.5
3494,Pauri,2025-07-03,304.08,8.8,70.9
3495,Joshimath,2025-07-03,36.49,9.1,38.3
3496,Itanagar,2025-07-03,289.48,15.4,58.8
3497,Shimla,2025-07-04,297.67,17.5,75.7
3498,Manali,2025-07-04,91.53,30.6,75.2
3499,Dehradun,2025-07-04,293.33,18.0,96.4
3500,Nainital,2025-07-04,105.65,24.4,82.6
3501,Leh,2025-07-04,8.02,23.0,61.8
3502,Gangtok,2025-07-04,280.23,20.9,87.3
3503,Darjeeling,2025-07-04,100.82,14.8,52.7
3504,Munnar,2025-07-04,252.42,18.5,69.0
3505,Kedarnath,2025-07-04,160.5,29.8,65.5
3506,Kargil,2025-07-04,158.68,27.5,85.9
3507,Mussoorie,2025-07-04,113.93,24.8,37.9
3508,Tawang,2025-07-04,315.61,25.8,66.5
3509,Cherrapunji,2025-07-04,230.96,15.8,46.6
3510,Pithoragarh,2025-07-04,141.67,8.7,41.1
3511,Srinagar,2025-07-04,266.78,16.0,47.3
3512,Aizawl,2025-07-04,154.39,17.4,80.4
3513,Pauri,2025-07-04,332.89,6.0,86.4
3514,Joshimath,2025-07-04,332.79,21.1,96.1
3515,Itanagar,2025-07-04,23.17,17.3,78.0
3516,Shimla,2025-07-05,259.9,5.0,63.5
3517,Manali,2025-07-05,190.69,24.7,77.9
3518,Dehradun,2025-07-05,253.23,26.0,44.6
3519,Nainital,2025-07-05,99.02,19.5,94.9
3520,Leh,2025-07-05,53.28,25.5,48.4
3521,Gangtok,2025-07-05,68.74,26.4,93.8
3522,Darjeeling,2025-07-05,110.65,26.7,80.8
3523,Munnar,2025-07-05,111.32,5.4,70.5
3524,Kedarnath,2025-07-05,102.53,10.6,44.0
3525,Kargil,2025-07-05,120.37,30.2,91.0
3526,Mussoorie,2025-07-05,197.42,6.1,95.9
3527,Tawang,2025-07-05,172.18,23.1,37.9
3528,Cherrapunji,2025-07-05,49.81,5.6,49.8
3529,Pithoragarh,2025-07-05,89.77,26.1,39.5
3530,Srinagar,2025-07-05,288.96,26.9,45.4
3531,Aizawl,2025-07-05,89.16,28.7,97.8
3532,Pauri,2025-07-05,151.51,22.2,72.1
3533,Joshimath,2025-07-05,216.25,24.8,41.0
3534,Itanagar,2025-07-05,69.84,12.0,96.2
3535,Shimla,2025-07-06,158.12,20.2,51.1
3536,Manali,2025-07-06,316.2,14.7,48.1
3537,Dehradun,2025-07-06,50.87,22.0,60.1
3538,Nainital,2025-07-06,81.64,11.4,94.2
3539,Leh,2025-07-06,53.98,10.6,56.3
3540,Gangtok,2025-07-06,156.73,5.2,86.3
3541,Darjeeling,2025-07-06,344.14,29.2,44.7
3542,Munnar,2025-07-06,285.55,30.5,94.5
3543,Kedarnath,2025-07-06,28.24,22.5,84.1
3544,Kargil,2025-07-06,53.9,5.4,73.8
3545,Mussoorie,2025-07-06,298.62,31.8,55.6
3546,Tawang,2025-07-06,295.53,17.1,89.9
3547,Cherrapunji,2025-07-06,7.65,6.0,43.5
3548,Pithoragarh,2025-07-06,312.12,12.7,53.1
3549,Srinagar,2025-07-06,347.43,28.3,85.3
3550,Aizawl,2025-07-06,307.85,30.2,59.4
3551,Pauri,2025-07-06,312.6,18.6,53.5
3552,Joshimath,2025-07-06,312.12,27.5,62.8
3553,Itanagar,2025-07-06,92.22,30.0,71.6
3554,Shimla,2025-07-07,168.28,9.7,52.5
3555,Manali,2025-07-07,183.67,11.9,89.1
3556,Dehradun,2025-07-07,323.13,26.9,46.8
3557,Nainital,2025-07-07,45.02,19.5,42.0
3558,Leh,2025-07-07,304.18,20.7,53.6
3559,Gangtok,2025-07-07,44.52,5.2,94.9
3560,Darjeeling,2025-07-07,151.51,6.2,87.4
3561,Munnar,2025-07-07,193.72,16.3,52.7
3562,Kedarnath,2025-07-07,37.14,24.9,65.0
3563,Kargil,2025-07-07,81.12,13.5,45.9
3564,Mussoorie,2025-07-07,264.36,10.6,70.8
3565,Tawang,2025-07-07,118.38,29.1,76.6
3566,Cherrapunji,2025-07-07,12.42,6.9,63.1
3567,Pithoragarh,2025-07-07,297.32,7.3,39.4
3568,Srinagar,2025-07-07,266.76,7.8,87.7
3569,Aizawl,2025-07-07,291.26,26.0,89.5
3570,Pauri,2025-07-07,114.14,15.1,95.3
3571,Joshimath,2025-07-07,229.3,21.9,38.5
3572,Itanagar,2025-07-07,96.08,21.8,41.8
3573,Shimla,2025-07-08,47.05,29.1,60.9
3574,Manali,2025-07-08,121.82,9.6,67.8
3575,Dehradun,2025-07-08,316.92,7.4,43.0
3576,Nainital,2025-07-08,128.69,15.1,42.9
3577,Leh,2025-07-08,73.88,20.7,66.4
3578,Gangtok,2025-07-08,218.35,6.8,78.4
3579,Darjeeling,2025-07-08,200.4,8.9,45.2
3580,Munnar,2025-07-08,207.81,7.0,37.6
3581,Kedarnath,2025-07-08,261.93,14.8,51.4
3582,Kargil,2025-07-08,80.01,13.4,48.1
3583,Mussoorie,2025-07-08,216.39,21.3,71.5
3584,Tawang,2025-07-08,180.68,31.9,52.8
3585,Cherrapunji,2025-07-08,348.64,13.9,76.2
3586,Pithoragarh,2025-07-08,260.13,23.0,87.1
3587,Srinagar,2025-07-08,114.66,24.0,50.3
3588,Aizawl,2025-07-08,72.07,18.4,78.2
3589,Pauri,2025-07-08,138.25,24.2,43.1
3590,Joshimath,2025-07-08,10.85,29.0,41.8
3591,Itanagar,2025-07-08,163.69,8.3,43.6
3592,Shimla,2025-07-09,218.13,21.7,90.8
3593,Manali,2025-07-09,139.66,27.0,41.4
3594,Dehradun,2025-07-09,240.97,21.0,37.3
3595,Nainital,2025-07-09,93.31,6.7,75.7
3596,Leh,2025-07-09,178.28,8.7,65.5
3597,Gangtok,2025-07-09,292.01,13.0,82.8
3598,Darjeeling,2025-07-09,111.13,5.1,67.6
3599,Munnar,2025-07-09,312.25,24.4,73.4
3600,Kedarnath,2025-07-09,346.44,19.0,45.8
3601,Kargil,2025-07-09,202.4,16.9,48.1
3602,Mussoorie,2025-07-09,331.52,25.3,95.9
3603,Tawang,2025-07-09,118.86,15.8,51.9
3604,Cherrapunji,2025-07-09,194.96,26.7,46.6
3605,Pithoragarh,2025-07-09,115.76,6.8,60.3
3606,Srinagar,2025-07-09,192.12,20.0,91.7
3607,Aizawl,2025-07-09,156.7,5.8,84.0
3608,Pauri,2025-07-09,56.73,7.1,97.6
3609,Joshimath,2025-07-09,274.35,13.6,66.7
3610,Itanagar,2025-07-09,147.13,18.0,49.4
3611,Shimla,2025-07-10,304.37,22.0,48.6
3612,Manali,2025-07-10,142.5,14.9,52.7
3613,Dehradun,2025-07-10,330.35,11.0,75.7
3614,Nainital,2025-07-10,37.28,13.5,94.9
3615,Leh,2025-07-10,98.0,23.9,73.3
3616,Gangtok,2025-07-10,146.26,15.0,83.9
3617,Darjeeling,2025-07-10,323.93,12.6,45.5
3618,Munnar,2025-07-10,253.21,25.2,75.8
3619,Kedarnath,2025-07-10,61.46,7.1,71.0
3620,Kargil,2025-07-10,142.02,18.6,74.3
3621,Mussoorie,2025-07-10,253.55,24.1,69.2
3622,Tawang,2025-07-10,273.48,13.7,39.6
3623,Cherrapunji,2025-07-10,220.25,24.3,76.5
3624,Pithoragarh,2025-07-10,211.06,5.5,82.7
3625,Srinagar,2025-07-10,314.94,21.5,41.1
3626,Aizawl,2025-07-10,295.57,10.9,93.3
3627,Pauri,2025-07-10,280.38,12.2,96.5
3628,Joshimath,2025-07-10,113.68,17.8,91.1
3629,Itanagar,2025-07-10,187.94,10.7,63.3
